personName,countryOfCitizenship,selfMade,industries
Peter Unger,Germany,True,Automotive
Roger Wang,United States,True,Fashion & Retail
Oprah Winfrey,United States,True,Media & Entertainment
Wu Zhigang & family,China,True,Food & Beverage
Xie Weitong,Taiwan,True,Metals & Mining
Ye Guofu,China,True,Fashion & Retail
Brian Acton,United States,True,Technology
Abdulla Al Futtaim & family,United Arab Emirates,False,Automotive
Edward Bass,United States,False,Energy
Koos Bekker,South Africa,True,Media & Entertainment
Otto Philipp Braun,Germany,False,Healthcare
Chen Tei-fu,Taiwan,True,Fashion & Retail
Abilio dos Santos Diniz,Brazil,False,Fashion & Retail
Marcel Erni,Switzerland,True,Finance & Investments
Doris Fisher,United States,True,Fashion & Retail
Gerald Ford,United States,True,Finance & Investments
Bernard Fraisse & family,France,True,Healthcare
Alfred Gantner,Switzerland,True,Finance & Investments
Paul Gauselmann & family,Germany,True,Gambling & Casinos
Mitchell Goldhar,Canada,True,Real Estate
Peter Hargreaves,United Kingdom,True,Finance & Investments
Xuande Hua & family,China,True,Healthcare
Kwek Leng Kee,Singapore,False,Diversified
Catherine Lozick,United States,False,Manufacturing
Kalanithi Maran,India,True,Media & Entertainment
Jed McCaleb,United States,True,Finance & Investments
Fatih Ozmen,United States,True,Manufacturing
Pan Laican,China,True,Food & Beverage
Tor Peterson,United States,True,Metals & Mining
Daniel Pritzker,United States,False,Finance & Investments
Jinxing Qi,China,True,Real Estate
Qiu Jianping & family,China,True,Manufacturing
Rajan Raheja & family,India,False,Diversified
Matthias Reinhart,Switzerland,True,Finance & Investments
Arnout Schuijff,Netherlands,True,Technology
Hans Sy,Philippines,False,Diversified
Herbert Sy,Philippines,False,Diversified
Lucio Tan,Philippines,True,Diversified
Tsai Ming-kai,Taiwan,True,Technology
Ted Turner,United States,False,Media & Entertainment
David Walentas,United States,True,Real Estate
Urs Wietlisbach,Switzerland,True,Finance & Investments
Jerry Yang,United States,True,Technology
Yang Jianliang & family,China,True,Manufacturing
Yang Weidong & family,China,True,Manufacturing
Mortimer Zuckerman,United States,True,Real Estate
John Armitage,Ireland,True,Finance & Investments
Lee Bass,United States,False,Energy
John Bicket,United States,True,Technology
Sanjit Biswas,United States,True,Technology
Timothy Boyle,United States,True,Fashion & Retail
Morris Chang,Taiwan,True,Technology
Chao Teng-hsiung,Taiwan,True,Real Estate
Samuel Chen,Taiwan,True,Finance & Investments
Chu Lam Yiu,Hong Kong,True,Manufacturing
K. Dinesh,India,True,Technology
James Duff,United States,True,Diversified
Thomas Duff,United States,True,Diversified
Daniel Ek,Sweden,True,Technology
John Fisher,United States,False,Fashion & Retail
Georg Haub,Germany,False,Fashion & Retail
Erman Ilicak,Turkey,True,Construction & Engineering
Justin Ishbia,United States,False,Finance & Investments
Long Jiang,China,True,Technology
Bruce Karsh,United States,True,Finance & Investments
Bom Kim,United States,True,Technology
Jianping Lai,China,True,Food & Beverage
Lam Kong,China,True,Healthcare
Stephen Lansdown,Guernsey,True,Finance & Investments
Kevin David Lehmann,Germany,False,Fashion & Retail
Li Haiyan,China,True,Food & Beverage
Hua Li,China,True,Finance & Investments
Lim Kok Thay,Malaysia,False,Gambling & Casinos
Kishore Mariwala,India,False,Food & Beverage
Clayton Mathile,United States,True,Food & Beverage
Mi Enhua,China,True,Fashion & Retail
Vadim Moshkovich,Russia,True,Food & Beverage
David Murdock,United States,True,Food & Beverage
David Nahmad,Monaco,True,Fashion & Retail
Lirio Parisotto,Brazil,True,Finance & Investments
Augusto Perfetti,Italy,False,Food & Beverage
Giorgio Perfetti,Italy,False,Food & Beverage
Alberto Prada,Italy,False,Fashion & Retail
Marina Prada,Italy,False,Fashion & Retail
Filiz Sahenk,Turkey,False,Diversified
Richard Sands,United States,False,Food & Beverage
Stephan Schmidheiny,Switzerland,False,Finance & Investments
Alberto Siccardi & family,Switzerland,False,Healthcare
Stefan Soloviev,United States,False,Real Estate
Tang Yiu,Hong Kong,True,Fashion & Retail
Tian Ming,China,True,Technology
T.Y. Tsai,Taiwan,False,Finance & Investments
Jayshree Ullal,United States,True,Technology
Georg von Opel,Switzerland,False,Finance & Investments
Lang Walker,Australia,True,Real Estate
Xicheng Wang & family,China,True,Manufacturing
Wang Zhenhua,China,True,Real Estate
Paul-Heinz Wesjohann & family,Germany,True,Food & Beverage
Xie Bingkun & family,China,True,Fashion & Retail
Xu Shugen,China,True,Manufacturing
Christoph Zeller,Liechtenstein,False,Healthcare
Zhang Jingzhang & family,China,True,Manufacturing
George Argyros & family,United States,True,Real Estate
Brian Armstrong,United States,True,Finance & Investments
Albert Avdolyan,Russia,True,Energy
Sezai Bacaksiz,Turkey,True,Diversified
Aneel Bhusri,United States,True,Technology
Brett Blundy,Australia,True,Fashion & Retail
J. Hyatt Brown,United States,False,Finance & Investments
Chen Jinxia,China,False,Finance & Investments
Chen Xueli,China,True,Healthcare
Dermot Desmond,Ireland,True,Finance & Investments
Dong Wei,China,True,Healthcare
Tom Ford,United States,True,Fashion & Retail
Fu Guangming & family,China,True,Food & Beverage
Noam Gottesman,United States,True,Finance & Investments
Jeffrey Gundlach,United States,True,Finance & Investments
Hao Hong,United States,True,Healthcare
Shmuel Harlap,Israel,False,Automotive
Hans-Werner Hector,Germany,True,Technology
Lutz Mario Helmig & family,Germany,True,Healthcare
Chulong Huang,Canada,True,Real Estate
Thomas James,United States,False,Finance & Investments
James Jannard,United States,True,Fashion & Retail
Willis Johnson,United States,True,Automotive
Lai Shixian,China,True,Fashion & Retail
Chris Larsen,United States,True,Finance & Investments
Solomon Lew,Australia,True,Fashion & Retail
Liang Xinjun,Singapore,True,Diversified
Harald Link,Thailand,False,Diversified
Max Lytvyn,Canada,True,Technology
Igor Makarov,Cyprus,True,Energy
Howard Marks,United States,True,Finance & Investments
Charles Munger,United States,True,Finance & Investments
Adam Neumann,Israel,True,Real Estate
Thi Phuong Thao Nguyen,Vietnam,True,Diversified
Ni Yongpei & family,China,True,Food & Beverage
Heloise Pratt,Australia,False,Manufacturing
Qi Xiangdong,China,True,Technology
Phillip T. (Terry) Ragon,United States,True,Technology
Prathap Reddy,India,True,Healthcare
Jerry Reinsdorf,United States,True,Sports
Chad Richison,United States,True,Technology
"Karl Scheufele, III. & family",Switzerland,True,Fashion & Retail
Alice Schwartz,United States,True,Healthcare
Alex Shevchenko,Canada,True,Technology
Kavitark Ram Shriram,United States,True,Technology
Jeffrey Soffer,United States,False,Real Estate
William Stone,United States,True,Technology
Henry Swieca,United States,True,Finance & Investments
Harley Sy,Philippines,False,Diversified
Teresita Sy-Coson,Philippines,False,Diversified
Katsumi Tada,Japan,True,Real Estate
Tang Jinkui & family,China,True,Manufacturing
Tang Xiao'ou,Hong Kong,True,Technology
Lottie Tham & family,Sweden,False,Fashion & Retail
Shamsheer Vayalil,India,False,Healthcare
Radha Vembu,India,False,Technology
Wang Wenmo,China,True,Fashion & Retail
Wang Zhenghua,China,True,Service
David Wertheim,Israel,False,Food & Beverage
Kai Wu,China,True,Energy
Xu Yingzhuo,China,True,Food & Beverage
Yeung Kin-man,Hong Kong,True,Manufacturing
Huijiao Yu,China,True,Logistics
Oren Zeev,Israel,True,Finance & Investments
Clayton Zekelman,Canada,False,Manufacturing
Zhao Fenggang,China,True,Energy
Alex Beard,United Kingdom,True,Metals & Mining
Travis Boersma,United States,True,Food & Beverage
Martin Bouygues,France,False,Construction & Engineering
Olivier Bouygues,France,False,Construction & Engineering
William Boyd & family,United States,True,Gambling & Casinos
Anand Burman,India,False,Food & Beverage
Cao Ji,China,True,Manufacturing
Bruce Cheng,Taiwan,True,Technology
Chi Yufeng,China,False,Technology
Daniel Chiu,Hong Kong,True,Energy
Beda Diethelm,Switzerland,True,Healthcare
Domenico Dolce,Italy,True,Fashion & Retail
Ralph Dommermuth,Germany,True,Technology
Georgi Domuschiev,Bulgaria,True,Diversified
Kiril Domuschiev,Bulgaria,True,Diversified
Bob Ell,Australia,True,Real Estate
Paul Foster,United States,True,Energy
Stefano Gabbana,Italy,True,Fashion & Retail
Xingjiang Gao,China,True,Manufacturing
Gordon Getty,United States,False,Energy
Kamal Ghaffarian,United States,True,Energy
Dennis Gillings,United Kingdom,True,Healthcare
Harsh Goenka,India,False,Diversified
Sanjiv Goenka,India,False,Diversified
Jane Goldman,United States,False,Real Estate
Stein Erik Hagen,Norway,True,Fashion & Retail
Bahaa Hariri,Lebanon,False,Real Estate
Hortensia Herrero,Spain,False,Fashion & Retail
Douglas Hsu,Taiwan,False,Diversified
Huang Min,China,True,Manufacturing
Jared Isaacman,United States,True,Technology
Eugene Kaspersky,Russia,True,Technology
Artem Khachatryan,Russia,True,Fashion & Retail
Andrei Krivenko,Russia,True,Food & Beverage
Thomas Kwok,Hong Kong,False,Real Estate
Lam Wai-ying,Hong Kong,True,Manufacturing
Marc Lasry,United States,True,Finance & Investments
Christian Latouche & family,France,True,Finance & Investments
Theodore Leonsis,United States,True,Sports
Lin Chang Su-O,Taiwan,False,Real Estate
Liu Chengyu & family,China,True,Manufacturing
Sergey Lomakin,Russia,True,Fashion & Retail
Daniel Lubetzky,United States,True,Food & Beverage
Melissa Ma,China,True,Technology
Anand Mahindra,India,False,Diversified
Rafique Malik,India,False,Fashion & Retail
Katarina Martinson,Sweden,False,Diversified
Kiran Mazumdar-Shaw,India,True,Healthcare
Nirmal Minda,India,False,Automotive
Mu Rongjun,China,True,Technology
Eugene Murtagh,Ireland,True,Manufacturing
Alexander Nesis,Russia,True,Finance & Investments
Zugen Ni,China,True,Manufacturing
Florentino Perez,Spain,True,Construction & Engineering
Victor Pinchuk,Ukraine,True,Metals & Mining
Leonid Radvinsky,United States,True,Technology
Raveendran Byju,India,True,Technology
P.P. Reddy,India,True,Construction & Engineering
Richard Saghian,United States,True,Fashion & Retail
Shi Yifeng,China,True,Healthcare
Thaksin Shinawatra,Thailand,True,Finance & Investments
Shu Ping,Singapore,True,Food & Beverage
Timothy Springer,United States,True,Healthcare
Venu Srinivasan,India,False,Automotive
Edward Stack,United States,True,Fashion & Retail
Sun Mengquan & family,China,True,Food & Beverage
Alexander Svetakov,Russia,True,Finance & Investments
Torsten Toeller,Germany,True,Fashion & Retail
Barbara Tyson,United States,False,Food & Beverage
Hamdi Ulukaya,Turkey,True,Food & Beverage
Wang Linpeng,China,True,Construction & Engineering
Wei Ing-Chou,Taiwan,True,Food & Beverage
Wei Yin-Chun,Taiwan,True,Food & Beverage
Wei Yin-Heng,Taiwan,True,Food & Beverage
Wei Ying-Chiao,Taiwan,True,Food & Beverage
Elaine Wynn,United States,True,Gambling & Casinos
Xu Xudong & family,China,True,Automotive
Michael Ying,Hong Kong,True,Fashion & Retail
Yu Qibing & family,China,True,Manufacturing
Yuan Fugen & family,China,True,Manufacturing
Zhang Ning & family,Canada,True,Manufacturing
Zhao Tao,Singapore,False,Healthcare
Anu Aga,India,False,Construction & Engineering
Mohamed Al Fayed,Egypt,True,Fashion & Retail
Andrey Andreev,United Kingdom,True,Technology
Michael Ashcroft,United Kingdom,True,Finance & Investments
Pavel Baudis,Czech Republic,True,Technology
Wilhelm Beier & family,Germany,True,Healthcare
Cao Jianwei,China,True,Manufacturing
Huwen Chen,China,True,Manufacturing
Phongthep Chiaravanont,Thailand,False,Diversified
Dou Zhenggang,China,True,Diversified
Maria Franca Fissolo,Italy,False,Food & Beverage
William Franke,United States,True,Diversified
Mario Germano Giuliani,Switzerland,False,Healthcare
Amy Goldman Fowler,United States,False,Real Estate
John Hancock,Australia,False,Metals & Mining
Hu Yangzhong,China,True,Technology
Huang Dawen,Hong Kong,True,Manufacturing
Huang Qiaoling,China,True,Media & Entertainment
Rajiv Jain,United States,True,Finance & Investments
Michael Jordan,United States,True,Sports
Diane Kemper,United States,False,Real Estate
Shlomo Kramer,Israel,True,Technology
Heikki Kyostila,Finland,True,Healthcare
Martin Lau,Hong Kong,True,Technology
Li Min,China,True,Technology
Liang Rubo,China,True,Technology
Liang Zhaoxian,China,False,Manufacturing
Lin Fanlian,China,True,Energy
Aloke Lohia,India,False,Manufacturing
Bill Malhotra,Canada,True,Real Estate
Alexander Mamut,Russia,True,Finance & Investments
Craig McCaw,United States,False,Telecom
Cunhui Nan,China,True,Manufacturing
Tengyun Nie & family,China,True,Service
Oei Hong Leong,Singapore,False,Finance & Investments
Clive Palmer,Australia,True,Metals & Mining
Matthew Prince,United States,True,Technology
Linda Pritzker,United States,False,Service
P.V. Krishna Reddy,India,True,Construction & Engineering
Bianca Rinehart,Australia,False,Metals & Mining
Ginia Rinehart,Australia,False,Metals & Mining
T. Denny Sanford,United States,True,Finance & Investments
Bhadresh Shah,India,True,Manufacturing
Zygmunt Solorz-Zak,Poland,True,Media & Entertainment
Michal Strnad,Czech Republic,False,Manufacturing
Sylvia Stroeher,Germany,False,Fashion & Retail
Otto Toto Sugiri,Indonesia,True,Technology
Larry Tanenbaum,Canada,True,Sports
Wichai Thongtang,Thailand,True,Finance & Investments
Ion Tiriac,Romania,True,Finance & Investments
Hope Welker,Australia,False,Metals & Mining
William Young,United States,True,Manufacturing
Ales Zavoral,Czech Republic,True,Fashion & Retail
Zhang Fan,China,True,Technology
Shilong Zhang & family,China,True,Technology
Zhang Wanzhen,China,True,Manufacturing
Hongfei Zhao,China,True,Technology
Zhou Jian,China,True,Energy
Zhu Yiwen & family,China,True,Healthcare
Roberto Angelini Rossi,Chile,False,Diversified
Mika Anttonen,Finland,True,Energy
David Blitzer,United States,True,Sports
Julio Bozano,Brazil,True,Finance & Investments
Nikolai Buinov,Russia,True,Energy
Nicola Bulgari,Italy,False,Fashion & Retail
"Howard Butt, III. & family",United States,False,Fashion & Retail
Stephen Butt & family,United States,False,Fashion & Retail
Jianxing Che,China,True,Fashion & Retail
Huxiong Chen,China,True,Manufacturing
Chen Qiongxiang,China,True,Energy
Chen Zhisong,China,True,Technology
Manas Chiaravanond,Thailand,False,Diversified
Prathip Chiravanond,Thailand,False,Diversified
Alexandra Daitch,United States,False,Food & Beverage
Sol Daurella,Spain,False,Food & Beverage
Mark Davis,United States,False,Sports
James Dinan,United States,True,Finance & Investments
Dong Fan,China,True,Healthcare
Fritz Draexlmaier,Germany,False,Automotive
Bulent Eczacibasi,Turkey,False,Diversified
Faruk Eczacibasi,Turkey,False,Diversified
Eduardo Eurnekian,Argentina,True,Diversified
David Fong,Hong Kong,False,Real Estate
Guo Zhenyu & family,Canada,True,Fashion & Retail
Surjit Kumar Gupta,India,False,Manufacturing
Caroline Hagen Kjos,Norway,False,Diversified
Roberto Hernandez Ramirez,Mexico,True,Finance & Investments
Reid Hoffman,United States,True,Technology
Hu Rongda & family,China,True,Manufacturing
"B. Wayne Hughes, Jr.",United States,False,Real Estate
Hui Wing Mau,Hong Kong,True,Real Estate
Scott Kapnick,United States,True,Finance & Investments
Richard Kayne,United States,True,Finance & Investments
Dominika Kulczyk,Poland,False,Finance & Investments
Edward Lampert,United States,True,Finance & Investments
Somsri Lamsam,Thailand,False,Diversified
James Leprino,United States,False,Food & Beverage
David Lichtenstein,United States,True,Real Estate
Lin Dingqiang & family,Hong Kong,True,Real Estate
Sarah MacMillan,United States,False,Food & Beverage
Strive Masiyiwa,Zimbabwe,True,Telecom
Robert Miller,United Kingdom,True,Fashion & Retail
Simon Nixon,United Kingdom,True,Technology
Kentaro Ogawa,Japan,True,Food & Beverage
Ajay Parekh,India,False,Manufacturing
Narendrakumar Parekh,India,False,Manufacturing
Jennifer Pritzker,United States,False,Finance & Investments
G. Rajendran,India,True,Fashion & Retail
Ren Jianhua,China,True,Manufacturing
Larry Robbins,United States,True,Finance & Investments
Dwight Schar,United States,True,Construction & Engineering
Shao Jianxiong,China,True,Energy
Qinxiang Shao,China,True,Manufacturing
Hua Shen,United States,True,Technology
Shi Wen-long,Taiwan,True,Manufacturing
Peter Sondakh,Indonesia,True,Finance & Investments
Lucy Stitzer,United States,False,Food & Beverage
Elizabeth Sy,Philippines,False,Diversified
Hermanto Tanoko,Indonesia,False,Manufacturing
Mehmet Sinan Tara,Turkey,False,Construction & Engineering
Masateru Uno & family,Japan,True,Fashion & Retail
Vardis Vardinoyannis & family,Greece,True,Energy
Jitendra Virwani,India,False,Real Estate
Wang Chaobin,China,True,Real Estate
Wang Ren-sheng,Taiwan,True,Fashion & Retail
Charlotte Colket Weber,United States,False,Food & Beverage
Xie Juhua & family,China,False,Healthcare
Chuanhua Xu & family,China,True,Manufacturing
Gavril Yushvaev & family,Russia,True,Finance & Investments
Zhang Hongwei,China,True,Diversified
Anita Zucker,United States,False,Manufacturing
Cameron Adams,Australia,True,Technology
Will Adderley,United Kingdom,False,Fashion & Retail
Faisal Bin Qassim Al Thani,Qatar,True,Diversified
Leslie Alexander,United States,True,Sports
Masaaki Arai,Japan,True,Real Estate
Sabrina Benetton,Italy,False,Fashion & Retail
Sanjeev Bikhchandani,India,True,Technology
O. Francis Biondi,United States,True,Finance & Investments
Alejandro Bulgheroni,Argentina,False,Energy
R.G. Chandramogan,India,True,Food & Beverage
Binod Chaudhary,Nepal,False,Diversified
Parker Conrad,United States,True,Technology
Tim Cook,United States,True,Technology
Mark Coombs,United Kingdom,True,Finance & Investments
John de Mol,Netherlands,True,Media & Entertainment
D. Leopoldo Del Pino,Spain,False,Construction & Engineering
Diao Zhizhong,China,True,Technology
Robert Duggan,United States,True,Healthcare
James France,United States,False,Sports
Phillip Frost,United States,True,Healthcare
Jayme Garfinkel & family,Brazil,False,Finance & Investments
Christopher Goldsbury,United States,False,Food & Beverage
Yusuf Hamied,India,False,Healthcare
Brian Higgins,United States,True,Finance & Investments
Wei Huang,China,True,Real Estate
Yintai Jiang & family,China,True,Automotive
Lei Jin,China,True,Healthcare
Jin Lei & family,China,True,Healthcare
Valentin Kipyatkov,Cyprus,True,Technology
Koo Kwang-mo,South Korea,False,Diversified
George Kurtz,United States,True,Technology
Joe Lacob,United States,True,Sports
Joe Lau,United States,True,Technology
Louise Lindh,Sweden,False,Diversified
Luo Yangyong & family,China,True,Metals & Mining
Joao Roberto Marinho,Brazil,False,Media & Entertainment
Jose Roberto Marinho,Brazil,False,Media & Entertainment
Roberto Irineu Marinho,Brazil,False,Media & Entertainment
Gary Michelson,United States,True,Healthcare
Robert G. Miller,Canada,True,Technology
David Mindus,Sweden,True,Real Estate
Adriaan Mol,Netherlands,True,Technology
Mofatraj Munot,India,True,Real Estate
Ezra Nahmad,Monaco,False,Finance & Investments
Satyanarayan Nuwal,India,True,Manufacturing
Maike Oberwelland-Height,Germany,False,Food & Beverage
Nihat Ozdemir,Turkey,True,Diversified
Benjamin Zhengmin Pan & family,China,True,Technology
Pierre Karl Péladeau,Canada,False,Media & Entertainment
Ronald Perelman,United States,True,Finance & Investments
Olivier Pomel,France,True,Technology
Krit Ratanarak,Thailand,False,Media & Entertainment
Vinod Saraf,India,True,Manufacturing
Karin Schick,Germany,False,Technology
Anatoly Sedykh,Russia,True,Metals & Mining
Genhuo Shao,China,True,Food & Beverage
Shen Xiqiang & family,China,True,Energy
S.D. Shibulal,India,True,Technology
Suh Kyung-bae,South Korea,False,Fashion & Retail
Bambang Sutantio,Indonesia,True,Food & Beverage
Sze Man Bok,China,True,Manufacturing
Jim Thompson,United States,True,Logistics
Tran Dinh Long,Vietnam,True,Manufacturing
Alan Trefler,United States,True,Technology
Riaz Valani,United States,True,Finance & Investments
Pieter van der Does,Netherlands,True,Technology
Martin Viessmann,Germany,False,Manufacturing
Nikil Viswanathan,United States,True,Technology
Todd Wagner,United States,True,Media & Entertainment
Evan Williams,United States,True,Technology
Kie Chie Wong,Malaysia,False,Metals & Mining
Thomas Wu,Taiwan,False,Finance & Investments
Wu Yingming,China,True,Energy
Amy Wyss,United States,False,Healthcare
Yan Zhi,China,True,Real Estate
Yoshiaki Yoshida,Japan,True,Fashion & Retail
Alan Zekelman,Canada,False,Manufacturing
Zhang Li,China,True,Real Estate
Amy Adams Strunk,United States,False,Sports
Marc Andreessen,United States,True,Finance & Investments
Giovanni Arvedi,Italy,True,Metals & Mining
Lesley Bamberger,Netherlands,False,Real Estate
Bang Si-hyuk,South Korea,True,Media & Entertainment
David Booth,United States,True,Finance & Investments
Jim Breyer,United States,True,Technology
Chen Kaichen,China,True,Manufacturing
Kommer Damen,Netherlands,False,Manufacturing
Carl DeSantis,United States,True,Food & Beverage
Marek Dospiva,Czech Republic,True,Finance & Investments
Keith Dunleavy & family,United States,True,Healthcare
John Elkann,Italy,False,Finance & Investments
Francois Feuillet & family,France,False,Automotive
Yasuhiro Fukushima,Japan,True,Media & Entertainment
Mario Gabelli,United States,True,Finance & Investments
Rolf Gerling,Germany,False,Finance & Investments
John Goff,United States,True,Real Estate
Alexandre Grendene Bartelle,Brazil,True,Fashion & Retail
Gerry Harvey,Australia,True,Fashion & Retail
He Zhaoxi,China,True,Technology
William Heinecke,Thailand,True,Real Estate
Jay Hennick,Canada,True,Finance & Investments
Ilkka Herlin,Finland,False,Manufacturing
Asok Kumar Hiranandani,Singapore,False,Real Estate
Hal Jackman,Canada,True,Finance & Investments
Pavan Jain,India,False,Manufacturing
Keeree Kanjanapas,Thailand,True,Real Estate
Osman Kibar,United States,True,Healthcare
Kim Chang-soo,South Korea,True,Fashion & Retail
Kim Jung-min,South Korea,False,Media & Entertainment
Kim Jung-youn,South Korea,False,Media & Entertainment
Mustafa Kucuk,Turkey,True,Fashion & Retail
Christopher Kwok,Hong Kong,False,Real Estate
Edward Kwok,Hong Kong,False,Real Estate
Lai Jianfa,China,True,Logistics
Lau Cho Kun,Malaysia,False,Diversified
Alexis Lê-Quôc,United States,True,Technology
Lei Jufang,China,True,Healthcare
James Leininger,United States,True,Healthcare
Xuhui Li,China,True,Food & Beverage
Jimmy John Liautaud,United States,True,Food & Beverage
Lin Lairong & family,China,True,Metals & Mining
Lu Di,China,True,Technology
Palmer Luckey,United States,True,Technology
Duncan MacMillan,United States,True,Finance & Investments
Yusaku Maezawa,Japan,True,Technology
Ilson Mateus & family,Brazil,True,Fashion & Retail
Meng Qingshan & family,China,True,Manufacturing
Alberto Palatchi,Spain,True,Fashion & Retail
Mrudula Parekh,India,False,Manufacturing
Dragos Paval,Romania,True,Fashion & Retail
Jorge Perez,United States,True,Real Estate
Dmitry Pumpyansky,Russia,True,Metals & Mining
Jinsheng Ren & family,China,True,Healthcare
Brian Roberts,United States,False,Media & Entertainment
"Joe Rogers, Jr.",United States,False,Food & Beverage
Ruan Shuilong & family,China,True,Manufacturing
Paul Saville,United States,True,Real Estate
Ivan Savvidis & family,Russia,True,Diversified
Keiichi Shibahara,Japan,True,Healthcare
Rajju Shroff,India,True,Manufacturing
Sun Huaiqing & family,China,True,Fashion & Retail
Alain Taravella,France,True,Real Estate
Jonathan Tisch,United States,False,Diversified
Kenneth Tuchman,United States,True,Service
Wang Chou-hsiong,Taiwan,True,Manufacturing
Wang Minwen,China,True,Technology
Tom Werner,United States,True,Sports
Stephen Winn,United States,True,Real Estate
Ian Wood & family,United Kingdom,False,Energy
Wu Lanlan & family,China,True,Manufacturing
Xu Bingzhong,China,True,Food & Beverage
Yang Xuegang,China,True,Manufacturing
Vladimir Yevtushenkov,Russia,True,Telecom
David Zalik,United States,True,Technology
Zhang Xiaojuan,China,True,Logistics
Zheng Xiaodong,China,True,Manufacturing
Zhong Ruonong & family,China,True,Manufacturing
Noubar Afeyan,United States,True,Healthcare
Syed Mokhtar AlBukhary,Malaysia,True,Construction & Engineering
"Herbert Allen, Jr. & family",United States,False,Finance & Investments
Vasily Anisimov,Russia,True,Metals & Mining
Clifford Asness,United States,True,Finance & Investments
Louis Bacon,United States,True,Finance & Investments
Bai Baokun,China,True,Manufacturing
Alex Birkenstock,Germany,False,Fashion & Retail
Christian Birkenstock,Germany,False,Fashion & Retail
Josef Boquoi & family,Germany,True,Food & Beverage
Cai Huabo,China,True,Technology
Chen Tianshi,China,True,Technology
Chen Yung-tai,Taiwan,True,Real Estate
Chey Tae-won,South Korea,False,Technology
Ivan Chrenko,Slovakia,True,Real Estate
Robert Clark,United States,True,Construction & Engineering
Jack Cockwell,Canada,True,Finance & Investments
Tench Coxe,United States,True,Finance & Investments
Jim Crane,United States,True,Sports
Norbert Dentressangle,France,True,Logistics
Jamie Dimon,United States,True,Finance & Investments
Daniel Dines,Romania,True,Technology
Alfredo Egydio Arruda Villela Filho,Brazil,False,Finance & Investments
Gary Fegel,Switzerland,True,Metals & Mining
"William Foley, II.",United States,True,Finance & Investments
Richard Fortin,Canada,True,Fashion & Retail
Gao Yi & family,China,True,Healthcare
Giammaria Giuliani,Switzerland,False,Healthcare
Bill Gross,United States,True,Finance & Investments
Sue Gross,United States,False,Finance & Investments
Irving Grousbeck & family,United States,True,Sports
Timothy Headington,United States,False,Energy
Ilona Herlin,Finland,False,Manufacturing
David Hoffmann,United States,True,Diversified
Stanley Hubbard,United States,False,Media & Entertainment
Hui Lin Chit,China,True,Manufacturing
Tianjiang Jia & family,China,True,Metals & Mining
Zhaobai Jiang,China,True,Real Estate
Sergei Katsiev,Russia,True,Fashion & Retail
Kim Jae-young,South Korea,True,Media & Entertainment
Randal J. Kirk,United States,True,Healthcare
William Koch,United States,False,Energy
Pyotr Kondrashev,Russia,True,Manufacturing
Eiichi Kuriwada,Japan,True,Logistics
Robert Langer,United States,True,Healthcare
Anthony Langley,United Kingdom,True,Diversified
Marianna Latsis & family,Greece,False,Diversified
Lee Yeow Seng,Malaysia,False,Real Estate
Li Sze Lim,Hong Kong,True,Real Estate
Li Wa,Hong Kong,True,Real Estate
Li Weiwei,China,True,Technology
Liang Qin & family,China,True,Technology
Vincent Lo,Hong Kong,False,Real Estate
Terence (Terry) Matthews,Canada,True,Telecom
Jim McKelvey,United States,True,Technology
P.N.C. Menon,Oman,True,Real Estate
Massimo Moratti,Italy,False,Energy
Liora Ofer,Israel,False,Finance & Investments
Stefan Pierer,Austria,True,Automotive
Andreas Pohl,Germany,False,Finance & Investments
"Reinfried Pohl, Jr.",Germany,False,Finance & Investments
Michael Polsky,United States,True,Energy
Francisco Jose Riberas Mera,Spain,False,Manufacturing
Juan Maria Riberas Mera,Spain,False,Metals & Mining
Andres Santo Domingo,United States,False,Food & Beverage
Sathien Sathientham,Thailand,True,Food & Beverage
Shang Xiaobo & family,China,True,Manufacturing
Yuri Shefler,Russia,True,Food & Beverage
Evgeny (Eugene) Shvidler,United States,True,Metals & Mining
Ryan Smith,United States,True,Technology
Zakhar Smushkin,Russia,True,Diversified
Peter Sperling,United States,False,Service
Laurie Tisch,United States,False,Diversified
Steven Tisch,United States,False,Diversified
Michael Tojner,Austria,True,Manufacturing
August Troendle,United States,True,Healthcare
Tseng Sing-ai,Taiwan,False,Manufacturing
Sekar Vembu,India,True,Technology
Chris Wallin,Australia,True,Energy
Wang Changtian,China,True,Media & Entertainment
Ning Wang & family,China,True,Media & Entertainment
Scott Watterson,United States,True,Technology
Dan Wilks,United States,True,Energy
Alan Wilson,Australia,False,Fashion & Retail
Bruce Wilson,Australia,False,Fashion & Retail
John Wilson,Australia,False,Fashion & Retail
Anthony Wood,United States,True,Technology
Wu Ying,China,True,Manufacturing
Wu Yulan,China,True,Healthcare
Zhongyi Wu,China,True,Technology
Xiang Guangming & family,China,True,Manufacturing
Xue Xiangdong & family,China,True,Technology
George Yancopoulos,United States,True,Healthcare
Steven Meng Yang & family,China,True,Technology
Ye Fan & family,China,True,Automotive
Yi Dasheng,China,True,Diversified
Yu Lili,China,True,Manufacturing
Zeng Kaitian,China,True,Technology
Zhang Xuexin & family,China,True,Metals & Mining
Yubai Zhang,China,True,Food & Beverage
Fredrik Österberg,Sweden,True,Gambling & Casinos
Shiv Kishan Agrawal,India,False,Food & Beverage
Aziz Akhannouch & family,Morocco,False,Diversified
Hamdi Akin & family,Turkey,True,Diversified
